date,hour,day_of_week,hrv_ms,sleep_hours,sleep_score,resting_hr,steps,active_energy,cct_kelvin,brightness_percent
2024-09-08,0,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,1,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,2,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,3,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,4,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,5,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,6,6,70.0,7.0,68.0,50.0,491,7.79,2100,10
2024-09-08,7,6,70.0,7.0,68.0,50.0,491,7.79,3000,35
2024-09-08,8,6,70.0,7.0,68.0,50.0,491,7.79,3500,45
2024-09-08,9,6,70.0,7.0,68.0,50.0,491,7.79,3500,62
2024-09-08,10,6,70.0,7.0,68.0,50.0,491,7.79,3500,62
2024-09-08,11,6,70.0,7.0,68.0,50.0,491,7.79,3500,59
2024-09-08,12,6,70.0,7.0,68.0,50.0,491,7.79,3500,59
2024-09-08,13,6,70.0,7.0,68.0,50.0,491,7.79,3500,59
2024-09-08,14,6,70.0,7.0,68.0,50.0,491,7.79,3500,59
2024-09-08,15,6,70.0,7.0,68.0,50.0,491,7.79,3500,59
2024-09-08,16,6,70.0,7.0,68.0,50.0,491,7.79,3500,59
2024-09-08,17,6,70.0,7.0,68.0,50.0,491,7.79,3500,49
2024-09-08,18,6,70.0,7.0,68.0,50.0,491,7.79,3500,45
2024-09-08,19,6,70.0,7.0,68.0,50.0,491,7.79,3500,42
2024-09-08,20,6,70.0,7.0,68.0,50.0,491,7.79,3375,38
2024-09-08,21,6,70.0,7.0,68.0,50.0,491,7.79,2700,28
2024-09-08,22,6,70.0,7.0,68.0,50.0,491,7.79,2533,24
2024-09-08,23,6,70.0,7.0,68.0,50.0,491,7.79,2366,21
2024-09-09,0,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,1,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,2,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,3,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,4,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,5,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,6,0,70.0,7.0,68.0,50.0,473,6.1,2100,10
2024-09-09,7,0,70.0,7.0,68.0,50.0,473,6.1,3000,35
2024-09-09,8,0,70.0,7.0,68.0,50.0,473,6.1,3500,45
2024-09-09,9,0,70.0,7.0,68.0,50.0,473,6.1,3500,62
2024-09-09,10,0,70.0,7.0,68.0,50.0,473,6.1,3500,62
2024-09-09,11,0,70.0,7.0,68.0,50.0,473,6.1,3500,59
2024-09-09,12,0,70.0,7.0,68.0,50.0,473,6.1,3500,59
2024-09-09,13,0,70.0,7.0,68.0,50.0,473,6.1,3500,59
2024-09-09,14,0,70.0,7.0,68.0,50.0,473,6.1,3500,59
2024-09-09,15,0,70.0,7.0,68.0,50.0,473,6.1,3500,59
2024-09-09,16,0,70.0,7.0,68.0,50.0,473,6.1,3500,59
2024-09-09,17,0,70.0,7.0,68.0,50.0,473,6.1,3500,49
2024-09-09,18,0,70.0,7.0,68.0,50.0,473,6.1,3500,45
2024-09-09,19,0,70.0,7.0,68.0,50.0,473,6.1,3500,42
2024-09-09,20,0,70.0,7.0,68.0,50.0,473,6.1,3375,38
2024-09-09,21,0,70.0,7.0,68.0,50.0,473,6.1,2700,28
2024-09-09,22,0,70.0,7.0,68.0,50.0,473,6.1,2533,24
2024-09-09,23,0,70.0,7.0,68.0,50.0,473,6.1,2366,21
2024-09-10,0,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,1,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,2,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,3,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,4,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,5,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,6,1,70.0,7.0,68.0,50.0,885,18.07,2100,10
2024-09-10,7,1,70.0,7.0,68.0,50.0,885,18.07,3000,35
2024-09-10,8,1,70.0,7.0,68.0,50.0,885,18.07,3500,45
2024-09-10,9,1,70.0,7.0,68.0,50.0,885,18.07,3500,62
2024-09-10,10,1,70.0,7.0,68.0,50.0,885,18.07,3500,62
2024-09-10,11,1,70.0,7.0,68.0,50.0,885,18.07,3500,59
2024-09-10,12,1,70.0,7.0,68.0,50.0,885,18.07,3500,59
2024-09-10,13,1,70.0,7.0,68.0,50.0,885,18.07,3500,59
2024-09-10,14,1,70.0,7.0,68.0,50.0,885,18.07,3500,59
2024-09-10,15,1,70.0,7.0,68.0,50.0,885,18.07,3500,59
2024-09-10,16,1,70.0,7.0,68.0,50.0,885,18.07,3500,59
2024-09-10,17,1,70.0,7.0,68.0,50.0,885,18.07,3500,49
2024-09-10,18,1,70.0,7.0,68.0,50.0,885,18.07,3500,45
2024-09-10,19,1,70.0,7.0,68.0,50.0,885,18.07,3500,42
2024-09-10,20,1,70.0,7.0,68.0,50.0,885,18.07,3375,38
2024-09-10,21,1,70.0,7.0,68.0,50.0,885,18.07,2700,28
2024-09-10,22,1,70.0,7.0,68.0,50.0,885,18.07,2533,24
2024-09-10,23,1,70.0,7.0,68.0,50.0,885,18.07,2366,21
2024-09-11,0,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,1,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,2,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,3,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,4,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,5,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,6,2,70.0,7.0,68.0,50.0,1077,17.35,2100,10
2024-09-11,7,2,70.0,7.0,68.0,50.0,1077,17.35,3000,35
2024-09-11,8,2,70.0,7.0,68.0,50.0,1077,17.35,3500,45
2024-09-11,9,2,70.0,7.0,68.0,50.0,1077,17.35,3500,62
2024-09-11,10,2,70.0,7.0,68.0,50.0,1077,17.35,3500,62
2024-09-11,11,2,70.0,7.0,68.0,50.0,1077,17.35,3500,59
2024-09-11,12,2,70.0,7.0,68.0,50.0,1077,17.35,3500,59
2024-09-11,13,2,70.0,7.0,68.0,50.0,1077,17.35,3500,59
2024-09-11,14,2,70.0,7.0,68.0,50.0,1077,17.35,3500,59
2024-09-11,15,2,70.0,7.0,68.0,50.0,1077,17.35,3500,59
2024-09-11,16,2,70.0,7.0,68.0,50.0,1077,17.35,3500,59
2024-09-11,17,2,70.0,7.0,68.0,50.0,1077,17.35,3500,49
2024-09-11,18,2,70.0,7.0,68.0,50.0,1077,17.35,3500,45
2024-09-11,19,2,70.0,7.0,68.0,50.0,1077,17.35,3500,42
2024-09-11,20,2,70.0,7.0,68.0,50.0,1077,17.35,3375,38
2024-09-11,21,2,70.0,7.0,68.0,50.0,1077,17.35,2700,28
2024-09-11,22,2,70.0,7.0,68.0,50.0,1077,17.35,2533,24
2024-09-11,23,2,70.0,7.0,68.0,50.0,1077,17.35,2366,21
2024-09-12,0,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,1,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,2,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,3,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,4,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,5,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,6,3,70.0,7.0,68.0,50.0,3434,74.81,2100,10
2024-09-12,7,3,70.0,7.0,68.0,50.0,3434,74.81,3000,35
2024-09-12,8,3,70.0,7.0,68.0,50.0,3434,74.81,3500,45
2024-09-12,9,3,70.0,7.0,68.0,50.0,3434,74.81,3500,62
2024-09-12,10,3,70.0,7.0,68.0,50.0,3434,74.81,3500,62
2024-09-12,11,3,70.0,7.0,68.0,50.0,3434,74.81,3500,59
2024-09-12,12,3,70.0,7.0,68.0,50.0,3434,74.81,3500,59
2024-09-12,13,3,70.0,7.0,68.0,50.0,3434,74.81,3500,59
2024-09-12,14,3,70.0,7.0,68.0,50.0,3434,74.81,3500,59
2024-09-12,15,3,70.0,7.0,68.0,50.0,3434,74.81,3500,59
2024-09-12,16,3,70.0,7.0,68.0,50.0,3434,74.81,3500,59
2024-09-12,17,3,70.0,7.0,68.0,50.0,3434,74.81,3500,49
2024-09-12,18,3,70.0,7.0,68.0,50.0,3434,74.81,3500,45
2024-09-12,19,3,70.0,7.0,68.0,50.0,3434,74.81,3500,42
2024-09-12,20,3,70.0,7.0,68.0,50.0,3434,74.81,3375,38
2024-09-12,21,3,70.0,7.0,68.0,50.0,3434,74.81,2700,28
2024-09-12,22,3,70.0,7.0,68.0,50.0,3434,74.81,2533,24
2024-09-12,23,3,70.0,7.0,68.0,50.0,3434,74.81,2366,21
2024-09-13,0,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,1,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,2,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,3,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,4,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,5,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,6,4,70.0,7.0,68.0,50.0,5996,128.99,2100,10
2024-09-13,7,4,70.0,7.0,68.0,50.0,5996,128.99,3000,35
2024-09-13,8,4,70.0,7.0,68.0,50.0,5996,128.99,3500,45
2024-09-13,9,4,70.0,7.0,68.0,50.0,5996,128.99,3500,62
2024-09-13,10,4,70.0,7.0,68.0,50.0,5996,128.99,3500,62
2024-09-13,11,4,70.0,7.0,68.0,50.0,5996,128.99,3500,59
2024-09-13,12,4,70.0,7.0,68.0,50.0,5996,128.99,3500,59
2024-09-13,13,4,70.0,7.0,68.0,50.0,5996,128.99,3500,59
2024-09-13,14,4,70.0,7.0,68.0,50.0,5996,128.99,3500,59
2024-09-13,15,4,70.0,7.0,68.0,50.0,5996,128.99,3500,59
2024-09-13,16,4,70.0,7.0,68.0,50.0,5996,128.99,3500,59
2024-09-13,17,4,70.0,7.0,68.0,50.0,5996,128.99,3500,49
2024-09-13,18,4,70.0,7.0,68.0,50.0,5996,128.99,3500,45
2024-09-13,19,4,70.0,7.0,68.0,50.0,5996,128.99,3500,42
2024-09-13,20,4,70.0,7.0,68.0,50.0,5996,128.99,3375,38
2024-09-13,21,4,70.0,7.0,68.0,50.0,5996,128.99,2700,28
2024-09-13,22,4,70.0,7.0,68.0,50.0,5996,128.99,2533,24
2024-09-13,23,4,70.0,7.0,68.0,50.0,5996,128.99,2366,21
2024-09-14,0,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,1,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,2,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,3,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,4,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,5,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,6,5,70.0,7.0,68.0,50.0,12536,319.3,2100,10
2024-09-14,7,5,70.0,7.0,68.0,50.0,12536,319.3,3000,35
2024-09-14,8,5,70.0,7.0,68.0,50.0,12536,319.3,3500,45
2024-09-14,9,5,70.0,7.0,68.0,50.0,12536,319.3,3500,62
2024-09-14,10,5,70.0,7.0,68.0,50.0,12536,319.3,3500,62
2024-09-14,11,5,70.0,7.0,68.0,50.0,12536,319.3,3500,59
2024-09-14,12,5,70.0,7.0,68.0,50.0,12536,319.3,3500,59
2024-09-14,13,5,70.0,7.0,68.0,50.0,12536,319.3,3500,59
2024-09-14,14,5,70.0,7.0,68.0,50.0,12536,319.3,3500,59
2024-09-14,15,5,70.0,7.0,68.0,50.0,12536,319.3,3500,59
2024-09-14,16,5,70.0,7.0,68.0,50.0,12536,319.3,3500,59
2024-09-14,17,5,70.0,7.0,68.0,50.0,12536,319.3,3500,39
2024-09-14,18,5,70.0,7.0,68.0,50.0,12536,319.3,3500,35
2024-09-14,19,5,70.0,7.0,68.0,50.0,12536,319.3,3500,32
2024-09-14,20,5,70.0,7.0,68.0,50.0,12536,319.3,3375,28
2024-09-14,21,5,70.0,7.0,68.0,50.0,12536,319.3,2700,18
2024-09-14,22,5,70.0,7.0,68.0,50.0,12536,319.3,2533,14
2024-09-14,23,5,70.0,7.0,68.0,50.0,12536,319.3,2366,11
2024-09-15,0,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,1,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,2,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,3,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,4,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,5,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,6,6,70.0,7.0,68.0,50.0,7937,187.92,2100,10
2024-09-15,7,6,70.0,7.0,68.0,50.0,7937,187.92,3000,35
2024-09-15,8,6,70.0,7.0,68.0,50.0,7937,187.92,3500,45
2024-09-15,9,6,70.0,7.0,68.0,50.0,7937,187.92,3500,62
2024-09-15,10,6,70.0,7.0,68.0,50.0,7937,187.92,3500,62
2024-09-15,11,6,70.0,7.0,68.0,50.0,7937,187.92,3500,59
2024-09-15,12,6,70.0,7.0,68.0,50.0,7937,187.92,3500,59
2024-09-15,13,6,70.0,7.0,68.0,50.0,7937,187.92,3500,59
2024-09-15,14,6,70.0,7.0,68.0,50.0,7937,187.92,3500,59
2024-09-15,15,6,70.0,7.0,68.0,50.0,7937,187.92,3500,59
2024-09-15,16,6,70.0,7.0,68.0,50.0,7937,187.92,3500,59
2024-09-15,17,6,70.0,7.0,68.0,50.0,7937,187.92,3500,49
2024-09-15,18,6,70.0,7.0,68.0,50.0,7937,187.92,3500,45
2024-09-15,19,6,70.0,7.0,68.0,50.0,7937,187.92,3500,42
2024-09-15,20,6,70.0,7.0,68.0,50.0,7937,187.92,3375,38
2024-09-15,21,6,70.0,7.0,68.0,50.0,7937,187.92,2700,28
2024-09-15,22,6,70.0,7.0,68.0,50.0,7937,187.92,2533,24
2024-09-15,23,6,70.0,7.0,68.0,50.0,7937,187.92,2366,21
2024-09-16,0,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,1,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,2,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,3,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,4,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,5,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,6,0,70.0,7.0,68.0,50.0,7656,197.08,2100,10
2024-09-16,7,0,70.0,7.0,68.0,50.0,7656,197.08,3000,35
2024-09-16,8,0,70.0,7.0,68.0,50.0,7656,197.08,3500,45
2024-09-16,9,0,70.0,7.0,68.0,50.0,7656,197.08,3500,62
2024-09-16,10,0,70.0,7.0,68.0,50.0,7656,197.08,3500,62
2024-09-16,11,0,70.0,7.0,68.0,50.0,7656,197.08,3500,59
2024-09-16,12,0,70.0,7.0,68.0,50.0,7656,197.08,3500,59
2024-09-16,13,0,70.0,7.0,68.0,50.0,7656,197.08,3500,59
2024-09-16,14,0,70.0,7.0,68.0,50.0,7656,197.08,3500,59
2024-09-16,15,0,70.0,7.0,68.0,50.0,7656,197.08,3500,59
2024-09-16,16,0,70.0,7.0,68.0,50.0,7656,197.08,3500,59
2024-09-16,17,0,70.0,7.0,68.0,50.0,7656,197.08,3500,49
2024-09-16,18,0,70.0,7.0,68.0,50.0,7656,197.08,3500,45
2024-09-16,19,0,70.0,7.0,68.0,50.0,7656,197.08,3500,42
2024-09-16,20,0,70.0,7.0,68.0,50.0,7656,197.08,3375,38
2024-09-16,21,0,70.0,7.0,68.0,50.0,7656,197.08,2700,28
2024-09-16,22,0,70.0,7.0,68.0,50.0,7656,197.08,2533,24
2024-09-16,23,0,70.0,7.0,68.0,50.0,7656,197.08,2366,21
2024-09-17,0,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,1,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,2,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,3,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,4,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,5,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,6,1,70.0,7.0,68.0,50.0,4359,98.88,2100,10
2024-09-17,7,1,70.0,7.0,68.0,50.0,4359,98.88,3000,35
2024-09-17,8,1,70.0,7.0,68.0,50.0,4359,98.88,3500,45
2024-09-17,9,1,70.0,7.0,68.0,50.0,4359,98.88,3500,62
2024-09-17,10,1,70.0,7.0,68.0,50.0,4359,98.88,3500,62
2024-09-17,11,1,70.0,7.0,68.0,50.0,4359,98.88,3500,59
2024-09-17,12,1,70.0,7.0,68.0,50.0,4359,98.88,3500,59
2024-09-17,13,1,70.0,7.0,68.0,50.0,4359,98.88,3500,59
2024-09-17,14,1,70.0,7.0,68.0,50.0,4359,98.88,3500,59
2024-09-17,15,1,70.0,7.0,68.0,50.0,4359,98.88,3500,59
2024-09-17,16,1,70.0,7.0,68.0,50.0,4359,98.88,3500,59
2024-09-17,17,1,70.0,7.0,68.0,50.0,4359,98.88,3500,49
2024-09-17,18,1,70.0,7.0,68.0,50.0,4359,98.88,3500,45
2024-09-17,19,1,70.0,7.0,68.0,50.0,4359,98.88,3500,42
2024-09-17,20,1,70.0,7.0,68.0,50.0,4359,98.88,3375,38
2024-09-17,21,1,70.0,7.0,68.0,50.0,4359,98.88,2700,28
2024-09-17,22,1,70.0,7.0,68.0,50.0,4359,98.88,2533,24
2024-09-17,23,1,70.0,7.0,68.0,50.0,4359,98.88,2366,21
2024-09-18,0,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,1,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,2,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,3,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,4,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,5,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,6,2,70.0,7.0,68.0,50.0,488,6.93,2100,10
2024-09-18,7,2,70.0,7.0,68.0,50.0,488,6.93,3000,35
2024-09-18,8,2,70.0,7.0,68.0,50.0,488,6.93,3500,45
2024-09-18,9,2,70.0,7.0,68.0,50.0,488,6.93,3500,62
2024-09-18,10,2,70.0,7.0,68.0,50.0,488,6.93,3500,62
2024-09-18,11,2,70.0,7.0,68.0,50.0,488,6.93,3500,59
2024-09-18,12,2,70.0,7.0,68.0,50.0,488,6.93,3500,59
2024-09-18,13,2,70.0,7.0,68.0,50.0,488,6.93,3500,59
2024-09-18,14,2,70.0,7.0,68.0,50.0,488,6.93,3500,59
2024-09-18,15,2,70.0,7.0,68.0,50.0,488,6.93,3500,59
2024-09-18,16,2,70.0,7.0,68.0,50.0,488,6.93,3500,59
2024-09-18,17,2,70.0,7.0,68.0,50.0,488,6.93,3500,49
2024-09-18,18,2,70.0,7.0,68.0,50.0,488,6.93,3500,45
2024-09-18,19,2,70.0,7.0,68.0,50.0,488,6.93,3500,42
2024-09-18,20,2,70.0,7.0,68.0,50.0,488,6.93,3375,38
2024-09-18,21,2,70.0,7.0,68.0,50.0,488,6.93,2700,28
2024-09-18,22,2,70.0,7.0,68.0,50.0,488,6.93,2533,24
2024-09-18,23,2,70.0,7.0,68.0,50.0,488,6.93,2366,21
2024-09-19,0,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,1,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,2,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,3,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,4,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,5,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,6,3,70.0,7.0,68.0,50.0,7271,198.72,2100,10
2024-09-19,7,3,70.0,7.0,68.0,50.0,7271,198.72,3000,35
2024-09-19,8,3,70.0,7.0,68.0,50.0,7271,198.72,3500,45
2024-09-19,9,3,70.0,7.0,68.0,50.0,7271,198.72,3500,62
2024-09-19,10,3,70.0,7.0,68.0,50.0,7271,198.72,3500,62
2024-09-19,11,3,70.0,7.0,68.0,50.0,7271,198.72,3500,59
2024-09-19,12,3,70.0,7.0,68.0,50.0,7271,198.72,3500,59
2024-09-19,13,3,70.0,7.0,68.0,50.0,7271,198.72,3500,59
2024-09-19,14,3,70.0,7.0,68.0,50.0,7271,198.72,3500,59
2024-09-19,15,3,70.0,7.0,68.0,50.0,7271,198.72,3500,59
2024-09-19,16,3,70.0,7.0,68.0,50.0,7271,198.72,3500,59
2024-09-19,17,3,70.0,7.0,68.0,50.0,7271,198.72,3500,49
2024-09-19,18,3,70.0,7.0,68.0,50.0,7271,198.72,3500,45
2024-09-19,19,3,70.0,7.0,68.0,50.0,7271,198.72,3500,42
2024-09-19,20,3,70.0,7.0,68.0,50.0,7271,198.72,3375,38
2024-09-19,21,3,70.0,7.0,68.0,50.0,7271,198.72,2700,28
2024-09-19,22,3,70.0,7.0,68.0,50.0,7271,198.72,2533,24
2024-09-19,23,3,70.0,7.0,68.0,50.0,7271,198.72,2366,21
2024-09-20,0,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,1,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,2,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,3,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,4,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,5,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,6,4,70.0,7.0,68.0,50.0,2872,65.81,2100,10
2024-09-20,7,4,70.0,7.0,68.0,50.0,2872,65.81,3000,35
2024-09-20,8,4,70.0,7.0,68.0,50.0,2872,65.81,3500,45
2024-09-20,9,4,70.0,7.0,68.0,50.0,2872,65.81,3500,62
2024-09-20,10,4,70.0,7.0,68.0,50.0,2872,65.81,3500,62
2024-09-20,11,4,70.0,7.0,68.0,50.0,2872,65.81,3500,59
2024-09-20,12,4,70.0,7.0,68.0,50.0,2872,65.81,3500,59
2024-09-20,13,4,70.0,7.0,68.0,50.0,2872,65.81,3500,59
2024-09-20,14,4,70.0,7.0,68.0,50.0,2872,65.81,3500,59
2024-09-20,15,4,70.0,7.0,68.0,50.0,2872,65.81,3500,59
2024-09-20,16,4,70.0,7.0,68.0,50.0,2872,65.81,3500,59
2024-09-20,17,4,70.0,7.0,68.0,50.0,2872,65.81,3500,49
2024-09-20,18,4,70.0,7.0,68.0,50.0,2872,65.81,3500,45
2024-09-20,19,4,70.0,7.0,68.0,50.0,2872,65.81,3500,42
2024-09-20,20,4,70.0,7.0,68.0,50.0,2872,65.81,3375,38
2024-09-20,21,4,70.0,7.0,68.0,50.0,2872,65.81,2700,28
2024-09-20,22,4,70.0,7.0,68.0,50.0,2872,65.81,2533,24
2024-09-20,23,4,70.0,7.0,68.0,50.0,2872,65.81,2366,21
2024-09-21,0,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,1,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,2,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,3,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,4,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,5,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,6,5,70.0,7.0,68.0,50.0,9108,211.66,2100,10
2024-09-21,7,5,70.0,7.0,68.0,50.0,9108,211.66,3000,35
2024-09-21,8,5,70.0,7.0,68.0,50.0,9108,211.66,3500,45
2024-09-21,9,5,70.0,7.0,68.0,50.0,9108,211.66,3500,62
2024-09-21,10,5,70.0,7.0,68.0,50.0,9108,211.66,3500,62
2024-09-21,11,5,70.0,7.0,68.0,50.0,9108,211.66,3500,59
2024-09-21,12,5,70.0,7.0,68.0,50.0,9108,211.66,3500,59
2024-09-21,13,5,70.0,7.0,68.0,50.0,9108,211.66,3500,59
2024-09-21,14,5,70.0,7.0,68.0,50.0,9108,211.66,3500,59
2024-09-21,15,5,70.0,7.0,68.0,50.0,9108,211.66,3500,59
2024-09-21,16,5,70.0,7.0,68.0,50.0,9108,211.66,3500,59
2024-09-21,17,5,70.0,7.0,68.0,50.0,9108,211.66,3500,49
2024-09-21,18,5,70.0,7.0,68.0,50.0,9108,211.66,3500,45
2024-09-21,19,5,70.0,7.0,68.0,50.0,9108,211.66,3500,42
2024-09-21,20,5,70.0,7.0,68.0,50.0,9108,211.66,3375,38
2024-09-21,21,5,70.0,7.0,68.0,50.0,9108,211.66,2700,28
2024-09-21,22,5,70.0,7.0,68.0,50.0,9108,211.66,2533,24
2024-09-21,23,5,70.0,7.0,68.0,50.0,9108,211.66,2366,21
2024-09-22,0,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,1,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,2,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,3,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,4,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,5,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,6,6,70.0,7.0,68.0,50.0,6155,146.15,2100,10
2024-09-22,7,6,70.0,7.0,68.0,50.0,6155,146.15,3000,35
2024-09-22,8,6,70.0,7.0,68.0,50.0,6155,146.15,3500,45
2024-09-22,9,6,70.0,7.0,68.0,50.0,6155,146.15,3500,62
2024-09-22,10,6,70.0,7.0,68.0,50.0,6155,146.15,3500,62
2024-09-22,11,6,70.0,7.0,68.0,50.0,6155,146.15,3500,59
2024-09-22,12,6,70.0,7.0,68.0,50.0,6155,146.15,3500,59
2024-09-22,13,6,70.0,7.0,68.0,50.0,6155,146.15,3500,59
2024-09-22,14,6,70.0,7.0,68.0,50.0,6155,146.15,3500,59
2024-09-22,15,6,70.0,7.0,68.0,50.0,6155,146.15,3500,59
2024-09-22,16,6,70.0,7.0,68.0,50.0,6155,146.15,3500,59
2024-09-22,17,6,70.0,7.0,68.0,50.0,6155,146.15,3500,49
2024-09-22,18,6,70.0,7.0,68.0,50.0,6155,146.15,3500,45
2024-09-22,19,6,70.0,7.0,68.0,50.0,6155,146.15,3500,42
2024-09-22,20,6,70.0,7.0,68.0,50.0,6155,146.15,3375,38
2024-09-22,21,6,70.0,7.0,68.0,50.0,6155,146.15,2700,28
2024-09-22,22,6,70.0,7.0,68.0,50.0,6155,146.15,2533,24
